#,ประชาธิปัตย์:150,พลังประชารัฐ:150,อนาคตใหม่:150,ประชาชาติ:150,ภูมิใจไทย:150,เสรีรวมไทย:150,รวมพลังประชาชาติไทย:150,แทนคุณแผ่นดิน:150,เศรษฐกิจใหม่:150,ชาติไทยพัฒนา:150,เพื่อชาติ:150,กรีน:150,ประชาธิปไตยใหม่:150,พลังไทยรักไทย:150,ประชาภิวัฒน์:150,พลังสังคม:150,รักษ์ผืนป่าประเทศไทย:150,ความหวังใหม่:150,พลังชาติไทย:150,ภราดรภาพ:150,ถิ่นกาขาวชาววิไล:150,พลังไทยรักชาติ:150,พลังท้องถิ่นไท:150,ไทยศรีวิไลย์:150,พลังธรรมใหม่:150,ชาติพัฒนา:150,ประชานิยม:150,ไทรักธรรม:150,คลองไทย:150,ครูไทยเพื่อประชาชน:150,เพื่อแผ่นดิน:150,ประชาชนปฏิรูป:150,ไทยรักษาชาติ:150,เพื่อไทย:150,พลังศรัทธา:150,แผ่นดินธรรม:150,ทางเลือกใหม่:150,ประชาธรรมไทย:150,พลังไทสร้างชาติ:150,มหาชน:150,ภาคเครือข่ายไทย:150,มติประชา:150,พลังประชาธิปไตย:150,สามัญชน:150,กลาง:150,ประชากรไทย:150,พลังรัก:150,พลเมืองไทย:150,ชาติพันธุ์ไทย:150,พลังปวงชนไทย:150,ประชาไทย:150,เพื่อนไทย:150,สยามพัฒนา:150,อนาคตไทย:150,ไทยรุ่งเรือง:150,เครือข่ายชาวนาแห่งประเทศไทย:150,เพื่อชีวิตใหม่:150,ภูมิพลังเกษตรกรไทย:150,เพื่อคนไทย:150,ฐานรากไทย:150,ไทยธรรม:150,ผงึ้ หลวง:150,เพอื่ สหกรณ์ไทย:150,เพื่อไทยพัฒนา:150,พลังครูไทย:150,ประชาธิปไตยเพื่อประชาชน:150,รวมใจไทย:150,รักท้องถิ่นไทย:150,พลังไทยดี:150,สังคมประชาธิปไตยไทย:150,พลังแรงงานไทย:150,เพื่อธรรม:150,รักษ์ธรรม:150,พลังแผ่นดินทอง:150,ยางพาราไทย:150,พลังสหกรณ์:150,คนธรรมดาแห่งประเทศไทย:150,พัฒนาประเทศไทย:150,คนงานไทย:150,พลังคนกีฬา:150,กสิกรไทย:150
เพชรบูรณ์-3,5797,43242,10723,0,1329,1725,402,0,844,2597,287,0,139,0,412,0,219,0,189,116,0,0,144,0,0,304,308,92,0,170,58,333,0,26655,0,50,0,82,85,0,0,0,304,0,0,46,0,75,0,670,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,386,0,0,0
เพชรบูรณ์-4,3875,35225,11906,0,10246,1643,361,0,622,522,131,0,62,0,0,0,206,0,481,231,0,0,523,0,122,0,92,137,0,60,43,153,0,27842,0,0,150,129,0,0,0,0,399,0,0,116,0,269,0,1187,0,0,0,0,0,0,0,0,0,0,0,322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,0,0,0
เพชรบูรณ์-5,5162,36034,30371,0,4134,3718,706,1877,828,0,5858,0,601,0,247,0,189,0,667,37,0,0,97,0,0,0,77,487,0,798,251,146,0,0,0,0,0,55,0,0,0,0,194,0,0,87,0,497,0,1119,0,0,0,0,0,0,0,0,0,0,0,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0
แพร่-1,38035,15399,72016,0,363,5379,269,0,3511,0,3044,0,148,553,367,0,620,0,529,97,0,0,983,0,502,0,0,180,0,116,190,78,0,0,0,0,0,506,0,139,0,0,0,0,0,137,0,0,151,267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0
แพร่-2,14312,28223,55695,0,1251,5329,2454,0,1481,0,3821,0,501,737,535,0,0,0,104,105,0,0,480,0,321,0,0,49,0,0,134,77,0,0,0,0,0,106,0,0,0,0,0,0,0,185,0,0,100,1666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,0,0,0,0,0,0,0,0,0,0,0,0
ภูเก็ต-1,25194,32338,22599,799,1041,3749,1207,0,3829,760,746,0,0,1230,106,0,222,0,0,255,0,0,280,0,341,0,160,133,358,106,0,198,0,0,82,0,246,58,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0
ภูเก็ต-2,23958,27267,19963,2489,4068,2111,682,0,3138,1516,148,0,0,176,276,80,374,0,426,3031,0,0,876,0,278,0,523,140,159,131,0,127,0,7449,58,0,238,81,0,0,0,0,0,0,0,0,0,0,0,317,0,0,0,0,0,0,0,0,0,0,0,284,0,0,0,0,0,0,0,0,0,0,0,0,0,129,0,0,0,0,0
มหาสารคาม-1,2468,22805,23679,3057,9526,1550,140,258,1068,57,174,0,258,60,288,31,181,0,32,0,0,0,209,121,0,235,284,20,0,55,0,88,0,45366,0,84,0,21,25,331,69,0,42,0,113,12,0,182,0,140,0,0,186,0,0,0,0,0,461,0,0,55,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
มหาสารคาม-2,1133,12869,12642,0,25324,934,164,0,871,104,298,0,0,284,153,669,225,0,114,0,0,0,684,156,0,508,253,628,0,66,0,67,0,39758,0,35,40,269,102,30,37,0,98,0,0,0,0,125,0,59,0,0,0,0,0,107,0,0,516,0,0,430,0,106,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0
มหาสารคาม-3,1518,16586,10617,0,26738,1603,165,31,546,40,135,0,0,0,251,643,51,0,246,0,0,0,280,100,0,470,35,38,0,187,0,32,0,36310,0,0,361,113,0,609,50,0,0,0,0,0,0,119,0,58,0,0,249,0,0,0,0,0,533,0,0,363,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
มหาสารคาม-4,1542,21195,14909,0,1913,1277,163,57,1309,94,9744,0,0,328,346,200,141,0,950,0,0,0,166,283,0,334,67,99,0,56,0,326,0,43368,0,0,253,26,562,55,46,0,158,0,60,87,0,715,0,235,0,0,75,0,0,32,0,44,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
มหาสารคาม-5,1272,8984,18303,0,23826,1289,109,65,597,31,988,0,0,122,354,0,217,0,24,0,0,0,148,92,0,121,91,39,0,98,0,80,0,51230,0,571,114,206,0,19,139,0,65,0,0,150,0,295,0,43,0,0,393,0,0,0,0,0,231,0,0,401,0,0,0,0,0,0,0,0,199,0,0,0,0,0,0,0,0,0,0
มุกดาหาร-1,826,22884,18663,228,1165,6160,155,0,708,268,813,0,63,334,99,118,84,0,220,0,0,0,196,412,152,56,309,41,0,325,426,105,0,37937,0,0,0,184,0,0,0,0,0,0,0,0,0,141,0,921,0,0,0,0,0,0,0,51,605,0,0,0,0,0,0,0,183,0,0,0,0,0,0,306,0,0,0,0,0,0,0
มุกดาหาร-2,1134,18327,13620,332,3675,3133,105,0,1095,3495,7954,0,253,221,144,0,81,375,225,0,0,0,230,232,149,148,333,84,0,546,0,128,0,34040,0,0,60,155,0,0,0,0,51,0,0,0,0,29,0,207,77,0,0,0,0,0,201,212,538,0,0,22,0,0,0,0,1034,0,0,0,0,0,0,526,0,0,0,0,0,0,0
แม่ฮ่องสอน-1,23050,29754,17148,943,14264,1724,1612,0,1057,3402,753,0,0,256,825,0,549,0,638,274,0,0,1407,453,863,13872,190,194,0,273,323,0,0,16747,0,644,823,805,0,0,0,0,0,0,0,0,0,0,200,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,368,0,0,0,0,0,0,0,0,0,0,0,0
ยโสธร-1,1307,23004,15656,0,15113,1070,231,0,480,164,697,92,214,408,45,0,74,0,122,0,0,0,217,498,104,584,101,299,0,49,138,124,0,38473,0,0,0,85,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192,0,0,0,0,0,0,0,55,0,0,352,0,0,308,0,0,0,0,0,0,0
ยโสธร-2,1136,14292,7236,0,12176,602,122,0,256,0,0,51,43,342,84,0,212,0,690,39,0,0,142,350,88,457,138,43,0,68,32,108,0,50584,82,0,0,0,0,0,50,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1768,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ยโสธร-3,790,24383,8433,233,13555,891,118,0,212,889,1882,110,130,0,90,0,88,0,1385,571,0,0,65,81,52,172,40,21,0,50,45,40,0,40612,0,0,0,490,86,0,0,0,21,0,0,0,0,0,0,0,0,0,66,0,0,0,0,70,284,0,0,0,0,0,0,0,0,199,0,0,0,0,0,0,0,0,0,0,0,0,0
ยะลา-1,19705,23745,13229,22515,832,1659,2996,0,759,387,127,178,84,39,155,55,45,0,68,21,0,0,176,0,0,148,0,0,55,40,0,150,0,0,0,66,19,17,36,19,0,0,0,0,0,0,0,59,0,203,0,0,313,0,0,0,0,0,156,0,0,0,0,0,0,0,0,0,0,0,0,277,0,0,0,57,0,0,0,0,0
ยะลา-2,9279,1850,6340,37368,26638,514,7126,0,0,163,202,0,60,0,144,141,64,0,86,0,42,71,477,0,0,36,0,77,173,59,0,329,0,0,0,36,0,80,35,109,0,0,0,0,0,0,0,69,0,36,0,0,0,0,0,0,0,68,270,0,0,0,0,0,0,0,0,0,0,0,0,141,0,0,0,0,0,0,0,0,0
ยะลา-3,16816,12541,9399,38666,917,738,1088,0,515,430,227,118,93,136,124,134,35,0,104,79,0,0,147,0,0,2396,0,33,221,66,0,58,0,0,0,393,0,120,0,0,0,0,701,0,0,0,0,0,0,146,0,0,121,0,0,0,0,28,651,0,0,0,0,0,0,0,0,0,0,0,0,808,0,0,0,0,0,0,0,0,0
ร้อยเอ็ด-1,1749,17993,14263,223,483,3244,151,0,814,44899,261,0,0,84,0,222,97,0,128,32,0,0,218,98,139,1016,143,110,0,0,44,259,0,24000,0,11,0,103,38,0,0,0,0,0,0,0,24,127,0,0,0,0,0,0,0,0,36,0,0,0,146,25,0,0,0,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ร้อยเอ็ด-2,7079,21701,12220,0,259,1162,390,0,688,658,967,294,142,115,932,122,164,0,51,416,0,0,353,140,111,139,107,0,0,79,78,27,0,47826,0,0,0,44,0,0,78,0,0,0,0,0,68,0,0,534,0,0,64,0,0,0,100,0,0,0,197,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ร้อยเอ็ด-3,881,32715,12881,0,462,949,379,0,422,2384,940,82,0,96,88,18,92,0,197,0,0,0,102,57,250,583,46,0,0,47,136,0,0,37385,27,40,371,109,0,0,0,0,162,0,0,31,8,482,0,0,0,0,649,0,0,0,0,0,0,0,51,199,0,0,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ร้อยเอ็ด-4,835,18408,12965,215,5971,809,170,0,468,187,217,60,0,418,85,0,215,0,21,0,0,0,664,193,266,0,159,0,0,28,115,36,0,50072,25,75,139,78,0,0,30,0,0,0,0,0,0,0,0,90,0,0,19,0,0,0,0,0,0,0,113,0,0,0,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ร้อยเอ็ด-5,1065,9686,11172,0,393,1708,839,0,316,3743,521,0,0,955,59,285,100,0,0,0,0,0,403,78,126,32,47,0,0,38,93,61,0,58842,982,0,152,233,29,0,0,0,159,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,51,156,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ร้อยเอ็ด-6,1032,13801,14325,0,3922,1763,323,0,324,458,0,51,0,364,116,6,296,0,67,107,0,0,300,118,121,257,120,49,0,0,312,385,0,52734,151,53,898,1057,241,0,37,0,0,0,0,0,0,0,0,1003,0,0,150,0,0,0,119,0,0,0,46,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ร้อยเอ็ด-7,550,18024,11802,249,3444,1883,119,0,645,6507,462,152,138,147,124,16,199,0,354,0,0,0,406,77,169,138,230,657,0,269,254,301,0,51049,40,0,111,0,90,0,0,0,0,0,0,0,0,0,0,26,0,0,201,0,0,0,49,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ระนอง-1,17606,21943,8541,611,36361,1475,784,0,927,302,492,885,0,220,799,0,478,0,316,0,0,425,274,0,151,689,406,116,173,0,0,209,0,0,0,0,0,0,247,79,27,0,0,0,0,0,0,0,0,242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ระยอง-1,33376,0,21064,0,2406,2766,2298,0,2640,549,394,0,138,0,37,0,333,0,82,0,0,0,358,454,0,0,67,94,0,93,43,244,0,11368,0,0,0,40,0,33,0,25,0,0,0,0,0,212,0,0,142,0,0,0,0,0,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ระยอง-2,35436,20542,24602,0,3223,5840,1700,0,1621,385,1955,0,155,0,68,0,301,0,217,0,0,0,465,444,0,0,107,541,0,74,0,0,0,0,0,0,0,92,0,0,0,86,360,0,0,0,0,239,0,0,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ระยอง-3,29645,13957,26166,0,1536,3458,906,0,1870,528,352,0,131,0,130,0,498,0,232,0,0,0,244,399,0,0,173,67,0,0,331,107,0,17256,0,0,0,0,0,61,0,76,0,0,0,0,0,63,0,249,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,450,0,0,0,0,0,0,0,0,0,0,0
ระยอง-4,13544,29077,23834,0,1484,2227,362,0,2875,0,317,0,49,0,45,0,143,0,65,0,0,0,166,346,0,0,24,30,0,111,0,72,0,21704,0,0,0,30,0,47,0,124,0,0,0,0,0,20,0,63,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204,0,0,0,0,0,0,0,0,0,0,0
ราชบุรี-1,10848,39158,18196,0,24214,2788,331,0,1727,184,1189,141,0,0,234,0,257,0,93,0,34,0,127,0,385,376,91,49,0,119,0,266,0,0,0,52,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ราชบุรี-2,6271,40030,14597,0,30592,2520,249,0,836,168,972,391,0,0,90,0,324,0,112,0,128,178,374,0,585,554,152,107,0,172,0,76,0,0,0,48,0,0,0,355,0,0,0,0,0,45,0,0,0,0,0,0,0,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ราชบุรี-3,29423,46409,15621,0,1407,2514,375,0,1076,439,1526,0,0,0,194,0,141,0,136,71,94,78,222,0,274,242,431,313,0,437,0,71,0,0,0,32,118,0,0,34,0,0,175,0,0,33,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ราชบุรี-4,37423,32677,23520,0,705,3008,330,0,1265,565,570,0,0,0,368,58,265,0,290,0,69,0,186,0,142,393,55,59,0,142,0,111,0,0,0,0,0,0,0,67,0,0,142,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ราชบุรี-5,17897,16544,15763,0,37425,3665,530,0,1592,84,1741,0,0,0,422,0,135,0,30,0,144,0,459,0,104,747,446,222,0,213,63,97,0,0,0,0,0,0,0,38,0,0,78,0,0,25,0,110,0,0,0,0,0,0,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ลพบุรี-1,10173,31650,21914,0,2043,1969,349,76,2227,995,578,0,165,0,195,0,244,0,288,92,0,0,312,0,421,0,199,93,0,0,0,74,0,29375,0,0,0,353,0,68,38,0,743,0,195,0,0,0,0,234,0,0,341,0,0,106,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0
ลพบุรี-2,2565,26576,10717,0,32234,1027,661,439,845,164,335,0,0,0,229,0,160,0,96,48,0,0,236,0,34,0,51,64,0,0,0,33,0,28665,0,0,0,134,432,61,282,0,0,0,77,0,0,0,0,33,0,0,284,0,0,31,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0
ลพบุรี-3,4655,26584,14581,0,9095,1329,1095,0,0,1840,196,0,507,0,122,0,156,0,197,548,0,0,281,0,101,0,295,140,0,0,0,0,0,28326,313,0,0,157,73,44,405,0,188,0,850,0,0,0,0,205,83,0,1110,0,0,293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0
ลพบุรี-4,5819,25342,11360,0,31669,1082,731,96,716,1009,591,0,0,0,58,0,203,0,152,84,0,0,470,0,39,0,170,368,0,0,120,0,0,21414,0,0,0,156,79,0,55,0,116,0,0,0,0,0,0,467,0,0,111,0,0,67,0,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273,0,0,0,0,0,0,0
ลำปาง-1,5223,32402,34205,0,590,2218,2196,98,2021,215,385,0,0,147,206,0,348,0,160,74,0,0,302,0,0,227,55,214,0,132,476,105,0,36573,0,0,0,0,64,35,0,0,388,0,0,0,0,121,234,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ลำปาง-2,5442,28921,24107,0,216,1773,427,132,0,149,169,0,0,497,387,0,1357,0,134,53,0,0,598,0,0,0,109,501,0,395,91,84,0,35625,0,0,0,129,0,102,0,0,737,399,0,0,0,0,140,480,0,0,0,0,0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ลำปาง-3,8408,22554,27930,0,510,2241,999,0,1555,264,481,0,0,565,288,0,357,0,487,89,0,0,640,0,0,556,62,190,0,119,295,106,0,50653,0,0,0,0,0,102,0,0,0,0,0,0,0,219,452,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ลำปาง-4,2469,30368,26471,0,4243,2466,273,102,1320,1034,883,0,0,327,280,0,343,0,162,81,0,0,463,0,0,0,105,88,0,170,239,73,0,42984,0,0,0,0,0,627,0,0,130,0,0,0,0,0,207,246,159,0,0,0,87,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ลำพูน-1,12117,15775,41321,1291,928,2614,881,64,1836,0,3238,0,0,482,271,0,738,0,218,0,0,0,459,165,0,585,199,90,0,244,283,56,0,51488,0,0,0,45,0,0,0,0,0,0,0,0,0,0,428,452,0,0,0,0,0,212,0,0,0,0,0,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ลำพูน-2,7792,35009,25488,1353,805,1459,444,73,1566,1721,724,0,0,247,897,0,680,0,686,0,0,0,1018,0,238,0,261,88,0,373,117,262,0,51197,0,195,0,0,0,0,0,0,189,0,0,0,0,0,206,473,207,0,0,0,0,216,0,0,0,0,0,477,0,0,0,0,0,0,0,0,0,0,0,0,206,0,0,0,0,0,0
เลย-1,5259,19367,13111,319,21164,2581,525,39,822,366,434,0,0,590,617,0,88,0,115,57,0,0,94,0,56,229,113,0,0,283,0,197,0,53289,26,94,0,35,0,0,458,0,0,204,0,808,0,57,0,95,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,120,0,0,0,0,0,0,0,75,0,0,0,0,0
เลย-2,2433,31105,13271,684,399,2014,406,1382,1004,235,1522,0,0,854,56,0,287,0,111,143,0,0,112,145,295,763,334,0,0,235,101,517,0,55514,69,0,0,467,0,0,82,0,0,0,0,0,66,73,0,95,0,0,0,0,0,0,0,0,0,0,0,118,0,0,0,0,0,154,0,0,0,0,0,0,0,977,0,0,0,0,0
เลย-3,4869,22291,11639,270,41763,973,497,117,0,127,54,0,0,238,62,0,137,0,1029,0,0,0,144,660,135,245,143,0,0,280,103,70,0,35287,0,0,0,308,0,35,39,0,0,640,0,582,0,139,0,2960,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0
ศรีสะเกษ-1,1127,6524,8970,121,46797,816,403,0,488,0,778,154,38,0,80,0,99,0,0,56,0,0,120,90,0,171,373,44,0,55,0,187,0,35582,525,56,52,37,26,597,19,0,0,0,82,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ศรีสะเกษ-2,1069,13373,11970,183,7443,1953,91,0,499,271,1677,0,163,144,272,0,362,0,398,236,0,0,159,421,0,275,108,172,0,184,0,728,0,49901,0,84,102,171,169,77,0,0,0,0,61,0,0,0,0,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ศรีสะเกษ-3,1486,9052,8286,343,23719,778,401,0,462,533,575,0,521,96,28,38,349,0,0,0,0,55,256,100,0,217,226,62,0,236,0,276,0,41002,0,758,72,64,131,35,80,0,0,0,99,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,75,0,0,0,0,0,0,0,0,0,0,0
ศรีสะเกษ-4,995,38143,9827,118,196,818,68,0,378,109,441,39,32,42,62,0,114,0,23,0,0,1001,63,83,0,204,123,158,0,237,0,175,0,40065,0,44,780,27,14,24,34,0,0,0,0,0,0,0,0,625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,0,38,0,0,0,0,0,0,0,0,0,0,0
ศรีสะเกษ-5,1414,15755,11725,0,5582,677,212,0,553,13909,1421,0,102,57,149,26,205,0,576,0,0,149,673,159,0,133,97,117,0,671,0,41,0,35794,99,0,289,48,0,68,41,0,0,0,43,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ศรีสะเกษ-6,2062,13600,10350,0,10532,1418,188,0,581,744,14453,0,69,0,70,422,368,0,125,0,0,0,156,115,0,277,178,101,0,251,83,126,0,30899,99,568,360,625,0,44,0,0,0,0,53,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ศรีสะเกษ-7,518,6332,6609,52,49123,695,60,0,269,53,314,0,34,97,94,16,97,0,0,0,0,0,522,809,0,94,81,42,0,51,42,436,0,28581,31,52,0,0,0,65,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ศรีสะเกษ-8,1341,13974,10712,173,954,1433,235,0,408,4744,498,0,260,202,282,0,158,0,119,470,0,193,330,116,0,308,42,95,0,86,542,63,0,50319,131,281,92,810,0,43,0,0,0,0,65,0,0,0,0,367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,581,0,0,0,0,0,0,0,0,0,0,0,0,0,0
สกลนคร-1,1774,31145,20097,232,1269,2826,379,0,1297,196,145,50,246,374,73,28,153,0,277,0,0,0,526,0,155,2974,74,88,0,66,0,154,0,38544,43,0,0,42,0,0,0,0,362,0,0,0,0,0,0,506,0,0,174,0,0,0,0,118,735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
สกลนคร-2,1595,23556,0,763,3630,2960,757,0,1030,154,4359,108,219,299,138,60,724,0,998,0,0,0,163,0,171,3214,164,153,0,180,91,125,0,34797,32,0,0,172,0,0,0,0,0,105,0,0,0,437,0,352,0,0,683,0,0,0,0,0,1032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
สกลนคร-3,1151,13549,15305,0,1425,1000,369,0,333,491,129,866,418,175,60,23,461,0,311,0,0,0,304,0,138,18427,136,48,0,45,86,164,0,37644,0,0,0,317,0,0,44,0,0,0,0,0,0,567,0,526,0,0,0,0,0,0,0,0,3009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
สกลนคร-4,1163,26578,16895,0,3404,1936,338,0,290,42,937,430,223,516,89,67,177,0,187,0,0,0,628,918,107,460,87,122,0,34,280,89,0,36669,0,0,0,249,0,0,0,0,0,0,0,0,0,306,0,245,0,0,0,0,0,0,0,0,373,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0
สกลนคร-5,1905,19766,14032,0,1290,2419,238,0,249,96,644,67,406,117,105,88,0,0,83,0,0,0,77,0,222,1138,324,41,0,0,0,111,0,46049,0,0,0,310,0,0,0,0,0,0,0,0,0,168,0,0,128,0,369,0,0,0,0,129,1224,0,0,0,0,0,0,0,0,130,0,0,0,0,0,0,0,0,0,0,0,0,0
สกลนคร-6,1261,24394,18036,157,2028,6655,293,0,296,765,5213,93,246,245,231,193,458,0,133,0,0,71,73,0,986,1918,58,47,0,181,35,99,0,28212,0,0,0,24,0,0,118,0,0,224,0,0,0,413,0,856,24,0,905,0,0,0,0,0,455,0,0,49,0,636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
สงขลา-1,24540,37134,12715,762,3415,2344,2320,0,2756,356,244,0,0,0,6,162,144,0,155,130,34,0,547,275,64,483,124,175,170,57,0,77,0,0,0,912,0,17,44,255,0,0,0,0,0,0,0,54,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,293,0,0,0,0,0,0,0,0,0
สงขลา-2,18903,36802,19040,832,12701,2856,1495,0,3778,0,459,0,0,0,46,72,157,116,160,0,0,70,785,285,111,410,228,75,173,173,132,113,0,0,0,0,138,0,77,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,389,0,0,0,0,0,0,0,0,0
สงขลา-3,22857,42390,15593,3235,4707,2819,1250,0,3420,847,621,0,0,0,55,94,243,0,0,101,0,61,2142,298,147,330,186,75,188,103,162,81,0,0,0,98,204,0,354,169,16,0,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,420,0,0,0,0,0,0,0,0,0
สงขลา-4,31299,31913,7070,1194,4401,2744,957,50,1079,1248,346,0,0,213,98,135,133,0,231,195,28,0,1109,200,0,895,193,47,454,424,89,0,0,0,0,111,594,24,198,20,88,0,0,0,0,0,0,278,0,26,0,0,0,0,0,0,0,34,0,0,0,60,0,0,0,0,0,0,0,0,0,1160,0,0,0,0,0,0,0,0,0
สงขลา-5,55386,24267,10106,4257,3730,0,2769,0,1140,0,402,0,0,0,79,0,133,460,161,108,118,0,1090,321,0,454,434,156,396,146,0,0,0,0,0,117,0,189,276,47,214,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,432,0,0,0,0,0,0,0,0,0
สงขลา-6,28465,19317,11966,3132,1619,2322,1130,0,2243,13864,125,0,0,163,99,0,277,122,0,0,84,0,793,196,297,804,193,0,175,79,44,0,0,0,0,68,0,56,269,0,197,0,0,0,0,43,0,0,0,24,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,338,0,0,0,0,0,0,0,0,0
สงขลา-7,25140,12797,7052,8588,31286,950,1063,0,1360,382,131,0,120,65,44,81,63,0,0,0,93,0,209,101,204,338,234,207,138,268,0,325,0,0,0,127,0,173,56,0,0,0,163,0,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,316,0,0,0,0,0,0,0,0,0
