#,ประชาธิปัตย์:150,พลังประชารัฐ:150,อนาคตใหม่:150,ประชาชาติ:150,ภูมิใจไทย:150,เสรีรวมไทย:150,รวมพลังประชาชาติไทย:150,แทนคุณแผ่นดิน:150,เศรษฐกิจใหม่:150,ชาติไทยพัฒนา:150,เพื่อชาติ:150,กรีน:150,ประชาธิปไตยใหม่:150,พลังไทยรักไทย:150,ประชาภิวัฒน์:150,พลังสังคม:150,รักษ์ผืนป่าประเทศไทย:150,ความหวังใหม่:150,พลังชาติไทย:150,ภราดรภาพ:150,ถิ่นกาขาวชาววิไล:150,พลังไทยรักชาติ:150,พลังท้องถิ่นไท:150,ไทยศรีวิไลย์:150,พลังธรรมใหม่:150,ชาติพัฒนา:150,ประชานิยม:150,ไทรักธรรม:150,คลองไทย:150,ครูไทยเพื่อประชาชน:150,เพื่อแผ่นดิน:150,ประชาชนปฏิรูป:150,ไทยรักษาชาติ:150,เพื่อไทย:150,พลังศรัทธา:150,แผ่นดินธรรม:150,ทางเลือกใหม่:150,ประชาธรรมไทย:150,พลังไทสร้างชาติ:150,มหาชน:150,ภาคเครือข่ายไทย:150,มติประชา:150,พลังประชาธิปไตย:150,สามัญชน:150,กลาง:150,ประชากรไทย:150,พลังรัก:150,พลเมืองไทย:150,ชาติพันธุ์ไทย:150,พลังปวงชนไทย:150,ประชาไทย:150,เพื่อนไทย:150,สยามพัฒนา:150,อนาคตไทย:150,ไทยรุ่งเรือง:150,เครือข่ายชาวนาแห่งประเทศไทย:150,เพื่อชีวิตใหม่:150,ภูมิพลังเกษตรกรไทย:150,เพื่อคนไทย:150,ฐานรากไทย:150,ไทยธรรม:150,ผงึ้ หลวง:150,เพอื่ สหกรณ์ไทย:150,เพื่อไทยพัฒนา:150,พลังครูไทย:150,ประชาธิปไตยเพื่อประชาชน:150,รวมใจไทย:150,รักท้องถิ่นไทย:150,พลังไทยดี:150,สังคมประชาธิปไตยไทย:150,พลังแรงงานไทย:150,เพื่อธรรม:150,รักษ์ธรรม:150,พลังแผ่นดินทอง:150,ยางพาราไทย:150,พลังสหกรณ์:150,คนธรรมดาแห่งประเทศไทย:150,พัฒนาประเทศไทย:150,คนงานไทย:150,พลังคนกีฬา:150,กสิกรไทย:150
สงขลา-8,52075,15087,9966,7155,4076,2321,1107,0,870,610,379,0,157,154,501,0,100,0,570,98,102,277,589,310,191,720,117,780,241,378,55,48,0,0,0,104,0,265,239,36,78,0,291,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,648,0,0,0,0,0,0,0,0,0
สตูล-1,13045,9053,8522,10011,33897,1566,251,0,656,376,685,0,0,98,84,0,274,0,138,0,179,0,881,0,0,0,35,247,48,80,152,57,0,0,0,0,0,91,0,13,0,0,165,0,0,0,0,86,0,317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,355,0,0,0,0,0,0,0,0,0
สตูล-2,13037,5647,6040,3070,51376,980,555,0,465,484,10475,0,0,154,32,503,267,0,112,0,21,0,409,0,0,324,93,113,86,309,38,41,0,0,0,0,0,0,0,0,88,0,134,0,0,24,0,423,0,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172,0,0,0,0,0,0,0,0,0
สมุทรปราการ-1,5685,34668,21344,0,837,1977,300,0,2688,167,0,0,73,0,131,0,157,0,153,240,0,0,42,219,65,0,263,50,0,83,29,98,0,21121,0,0,112,0,81,27,9,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
สมุทรปราการ-2,5382,35707,30366,0,2978,2871,183,0,2628,211,118,0,139,0,85,0,179,0,91,0,0,0,109,312,257,0,129,80,0,231,73,194,0,31655,0,0,170,0,34,0,17,0,111,0,0,0,0,0,0,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
สมุทรปราการ-3,10121,29424,23235,0,2317,2633,0,0,3633,203,2569,0,60,0,79,0,206,0,179,0,0,0,218,234,168,0,82,50,0,85,46,0,0,22703,0,0,84,0,47,31,32,0,366,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
สมุทรปราการ-4,9040,35441,36320,0,1157,3362,388,0,5737,1282,154,0,224,0,127,0,459,0,106,0,0,0,145,246,240,0,89,32,0,78,0,191,0,29402,0,0,0,0,151,0,60,0,805,0,0,0,0,0,0,487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
สมุทรปราการ-5,6954,41745,31430,0,1210,3714,481,0,0,228,103,0,122,401,132,0,259,0,128,47,0,0,0,378,308,0,144,74,0,102,58,152,0,33007,0,0,0,0,145,0,125,0,501,0,0,0,0,0,0,714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
สมุทรปราการ-6,4609,27806,20177,0,19489,2065,252,0,0,223,254,0,68,0,33,0,218,0,49,0,0,0,147,0,265,272,149,0,0,62,0,102,0,22349,0,0,92,0,41,0,48,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
สมุทรปราการ-7,6131,27875,19679,0,3736,1805,144,0,2217,127,478,0,56,0,87,0,243,0,62,0,0,0,85,0,57,204,57,16,0,207,32,196,0,27648,0,0,254,0,39,0,18,0,0,0,0,0,0,0,0,75,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
สมุทรสงคราม-1,26718,21868,17268,0,11951,2498,203,0,2296,6270,5592,0,186,0,152,0,237,0,478,0,0,165,0,0,0,0,373,331,0,140,0,151,0,12641,0,0,337,451,0,0,0,0,354,0,0,106,0,846,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,426,0,0,0,0,0,0,0,0,0,0,0,0
สมุทรสาคร-1,16073,25644,29912,0,1162,3758,626,0,0,20546,2557,0,0,0,124,28,369,0,74,102,0,124,102,297,259,0,132,67,0,175,0,84,0,0,0,0,0,0,0,0,0,0,0,0,179,0,0,119,0,0,0,0,0,0,61,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
สมุทรสาคร-2,10652,16758,36738,0,1129,4082,1463,0,0,14997,5719,0,0,0,212,132,321,0,429,140,0,0,746,725,0,0,426,134,0,109,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,750,0,0,0,0,0,0,59,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
สมุทรสาคร-3,11823,25323,17309,0,928,2320,343,0,0,23671,1467,0,0,0,233,194,303,0,119,42,0,97,85,293,637,0,183,168,0,122,0,93,0,14516,0,0,0,0,0,0,57,0,0,0,0,0,0,1436,0,0,95,0,0,0,289,689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
สระแก้ว-1,2754,63099,12013,0,505,0,287,0,638,0,477,128,167,0,48,0,181,0,603,0,0,0,230,116,0,0,0,42,0,117,39,210,0,19097,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
สระแก้ว-2,4204,52787,13560,0,411,1973,252,0,595,0,569,97,222,0,68,0,470,0,0,0,0,0,475,177,0,0,0,65,0,142,52,128,0,21901,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
สระแก้ว-3,4276,41962,12024,0,285,1790,341,0,649,0,311,74,240,0,0,0,379,0,163,0,0,0,148,168,0,0,0,118,0,105,54,53,0,34141,0,0,0,500,80,0,0,0,0,0,0,0,0,88,0,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
สระบุรี-1,6406,31035,26550,0,941,2962,738,0,0,21369,238,0,0,568,339,0,527,0,183,0,0,0,395,740,0,518,117,333,0,172,157,121,0,25154,0,0,0,0,158,0,0,0,0,0,0,0,0,0,0,0,81,0,749,0,0,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
สระบุรี-2,4728,43776,21796,0,2887,1905,545,0,1457,9423,160,0,107,0,69,0,275,0,113,0,0,0,268,311,0,179,340,173,0,342,0,48,0,30636,0,0,0,107,81,106,0,0,0,0,0,0,0,0,0,0,39,0,789,0,0,227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
สระบุรี-3,5316,25328,19971,0,31414,2418,646,0,1702,637,361,0,0,0,100,0,340,0,230,0,0,0,360,351,0,426,186,155,0,254,0,86,0,32674,0,0,0,0,103,0,0,0,0,0,0,0,269,0,0,0,0,0,3023,0,0,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
สิงห์บุรี-1,2936,48970,19672,0,4060,2175,753,0,1328,745,2268,0,0,0,119,0,355,0,192,0,0,0,500,0,0,187,77,211,0,171,0,66,0,39085,0,0,0,0,148,0,0,0,0,0,0,0,0,0,0,847,0,0,0,0,0,321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
สุโขทัย-1,14619,43957,13229,0,1126,1539,798,0,0,549,292,296,252,107,338,0,744,0,123,89,0,0,186,339,0,173,98,222,0,0,78,148,0,32389,0,178,0,52,0,0,0,0,0,0,0,0,0,0,0,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
สุโขทัย-2,15948,40419,10209,0,1290,1488,831,0,566,413,1149,84,423,392,96,0,138,0,318,0,0,0,832,403,0,155,193,96,0,54,193,111,0,26032,114,937,0,21,0,0,0,0,0,0,0,0,0,162,0,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
สุโขทัย-3,5977,32133,9934,0,34884,853,224,0,0,0,290,80,284,262,112,0,163,0,96,460,0,0,469,255,0,388,221,68,0,72,35,35,0,27272,0,57,0,34,0,0,0,0,0,0,0,0,0,0,0,374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
สุพรรณบุรี-1,4410,11867,25414,0,474,4125,495,0,1368,67149,1253,69,117,0,169,0,431,0,0,0,0,0,483,0,311,892,0,99,0,0,0,75,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,703,575,0,353,0,0,170,0,0,0,0,0,0,0,0,0,0,632,0,0,0,0,0,0,0,0,0,0,0,0,0,0
สุพรรณบุรี-2,2301,10414,22668,0,414,3464,873,0,1155,69274,1186,148,149,0,148,0,183,0,193,0,0,0,333,0,869,416,0,176,0,659,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,84,0,127,0,0,320,0,0,0,0,0,0,0,0,0,0,697,0,0,0,0,0,0,0,0,0,0,0,0,0,0
สุพรรณบุรี-3,1649,5377,13933,0,39726,1896,500,0,1018,59783,2858,98,187,0,155,0,508,0,373,0,0,255,76,0,127,397,0,27,0,89,0,42,0,0,0,93,0,64,0,0,0,0,0,0,0,0,0,0,0,199,111,0,0,0,0,764,0,0,0,0,0,0,0,0,0,0,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0
สุพรรณบุรี-4,1289,5777,11394,0,379,0,171,0,1781,59714,368,161,107,0,113,0,143,0,283,0,0,0,83,0,405,183,0,48,0,101,0,70,0,33368,0,128,0,602,0,0,0,0,0,0,0,0,0,0,0,17,196,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0
สุราษฎร์ธานี-1,32092,15953,17093,673,1539,5445,12068,0,2693,426,723,176,101,125,146,0,309,0,60,0,0,0,272,329,0,387,0,36,61,564,0,0,0,0,0,0,80,226,220,0,0,0,158,0,0,43,0,0,0,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,363,0,0,0,0,0,0,0,0,0
สุราษฎร์ธานี-2,21957,17366,16342,1231,2156,1821,14158,0,923,2913,1351,216,123,368,288,219,382,134,121,40,165,0,12187,0,343,532,0,29,61,154,306,38,0,0,0,0,178,40,237,0,0,0,281,0,0,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,315,0,0,0,0,0,0,0,0,0
สุราษฎร์ธานี-3,44514,12189,12137,433,2567,2845,5998,0,1447,643,656,137,182,191,122,196,477,180,1186,496,0,0,1203,336,2505,537,0,22,39,290,424,85,0,0,0,53,0,87,381,0,0,0,95,0,0,276,0,1378,0,1111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350,0,0,0,0,0,0,0,0,0
สุราษฎร์ธานี-4,47408,8671,11608,107,4297,3138,14279,0,1168,999,0,474,0,146,132,433,146,161,540,204,0,0,252,0,262,713,0,89,18,122,332,0,0,0,0,61,0,43,1767,0,0,0,362,0,0,218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,641,0,0,0,0,0,0,0,0,0
สุราษฎร์ธานี-5,44084,8499,9781,562,4297,3992,11210,0,640,740,962,135,699,0,82,207,735,169,376,701,0,0,1312,0,1107,332,0,38,32,457,124,179,0,0,0,91,65,46,567,0,0,0,247,0,0,111,0,355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,544,0,0,0,0,0,0,0,0,0
สุราษฎร์ธานี-6,41877,9149,9970,590,5207,2311,17620,0,1124,1010,195,939,246,249,86,132,165,573,36,20,49,0,664,353,675,1058,0,99,288,46,259,0,0,0,0,0,203,0,1356,137,0,0,228,0,0,63,0,0,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,387,0,0,0,0,0,0,0,0,0
สุรินทร์-1,2120,22229,13144,230,31614,1210,215,478,1025,371,458,0,0,129,230,0,72,0,441,0,0,0,269,149,0,0,93,0,0,95,0,237,0,27078,34,0,415,76,506,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0
สุรินทร์-2,2638,35446,14236,213,20624,1134,357,699,1527,200,1262,0,0,235,82,0,255,0,78,0,0,0,66,171,0,0,130,0,0,121,186,48,0,24465,87,0,54,68,41,41,0,0,0,0,0,0,0,0,0,49,437,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,38,26,0,0,0,0,0,0,0,0,0,0,0,0,0
สุรินทร์-3,826,28492,8698,225,18408,756,107,415,855,3325,367,0,62,271,59,0,52,0,0,203,0,0,261,175,0,402,188,0,0,151,203,273,0,29254,334,0,55,137,142,36,0,0,0,0,0,0,0,0,0,688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,806,127,0,0,0,0,0,0,0,0,0,0,0,0,0
สุรินทร์-4,1811,15771,11624,446,27411,962,178,113,514,166,2641,0,55,218,136,0,207,0,0,0,0,0,208,96,0,0,247,0,0,464,116,88,0,34673,14,0,86,111,108,562,110,0,0,0,0,0,0,0,0,698,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,71,384,0,0,109,0,0,0,0,0,0,0,0,0,0
สุรินทร์-5,1518,13976,10863,658,14917,816,191,21,405,482,815,0,0,165,125,0,69,0,442,0,0,555,215,133,0,406,309,148,0,134,207,50,0,45681,66,0,484,33,939,40,38,0,37,185,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,425,0,0,0,0,0,0,0,0,0,0,0,0,0,0
สุรินทร์-6,1547,22262,0,4180,18711,1061,312,71,979,951,11167,0,223,127,494,0,221,0,669,0,0,0,241,145,0,0,110,0,0,661,54,92,0,23401,64,0,120,217,307,36,0,0,0,0,0,0,0,0,0,409,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,127,0,0,0,0,0,0,0,0,0,0,0,0,0
สุรินทร์-7,1944,12973,12636,0,21251,1484,140,0,533,580,8346,0,0,94,107,0,330,0,73,0,0,516,197,366,0,0,63,82,0,81,50,61,0,29026,0,0,88,143,64,0,0,0,379,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,85,0,0,0,0,0,216,0,0,0,0
หนองคาย-1,2055,26695,15696,135,3932,1518,312,0,1009,317,364,0,0,85,86,0,115,0,30,0,0,0,142,138,265,256,222,43,0,63,50,274,0,33492,0,0,0,155,39,0,27,0,0,0,0,24,0,173,0,28,0,0,166,0,0,0,0,0,0,0,0,0,0,197,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0
หนองคาย-2,1165,13438,13544,164,1291,13738,130,0,338,421,247,0,0,597,237,0,110,0,62,0,0,0,99,92,112,34,159,61,0,508,30,41,0,29559,57,0,63,197,71,0,15,0,687,0,0,176,0,223,0,379,0,0,39,0,0,0,0,0,0,0,0,0,0,217,0,0,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0
หนองคาย-3,1489,12443,14523,322,1733,1094,125,0,463,394,1798,0,0,131,319,0,333,0,0,199,0,0,414,0,1138,210,103,334,0,319,107,121,0,44024,79,0,261,151,33,0,14,0,0,0,0,32,0,184,0,88,0,0,296,0,0,0,0,0,0,0,0,0,0,301,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0
หนองบัวลำภู-1,1428,15650,16359,879,7483,1159,1501,0,456,426,1366,0,39,111,93,0,161,0,102,0,0,0,106,120,0,300,87,0,0,536,20,117,0,36792,67,0,0,132,33,0,30,0,0,0,0,0,0,0,0,491,0,0,0,0,0,0,0,0,387,0,0,0,0,503,0,0,77,0,0,396,454,0,0,0,0,0,0,0,0,0,0
หนองบัวลำภู-2,607,10444,21345,0,14266,721,191,0,958,196,2839,103,54,354,104,0,440,0,89,114,0,0,1446,524,0,225,83,0,0,65,219,23,0,25732,0,0,0,88,42,0,22,0,0,0,0,0,0,0,0,729,0,0,0,0,0,30,0,0,406,0,0,0,0,81,0,0,45,172,0,55,530,0,0,0,0,0,0,0,0,0,0
หนองบัวลำภู-3,1086,6994,19217,0,1588,1533,175,0,210,786,1724,164,43,1066,46,0,114,0,36,0,0,0,224,0,0,0,167,0,0,292,75,234,0,41260,29,0,0,1477,61,0,129,0,0,91,463,0,0,0,0,95,0,0,0,0,0,0,0,0,736,0,0,0,0,104,0,0,57,113,0,213,0,0,0,0,0,0,0,0,0,0,0
อ่างทอง-1,0,18128,21321,0,62741,2287,585,0,1812,0,263,0,0,0,156,0,328,0,1669,0,0,0,690,300,0,1033,462,161,0,0,0,65,0,47373,75,129,0,0,0,0,255,0,0,0,0,0,0,0,0,161,109,0,0,0,0,345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
อำนาจเจริญ-1,7724,17425,13915,477,24654,3231,128,0,0,529,96,0,0,443,0,0,159,0,105,35,0,0,100,518,0,286,93,331,0,464,36,194,0,26320,91,0,0,68,83,0,56,0,0,0,0,0,0,0,0,93,0,0,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0
อำนาจเจริญ-2,11498,24721,11384,0,21367,1317,407,0,473,56,891,0,0,212,113,0,218,0,96,0,0,0,1329,213,0,324,90,55,0,43,612,145,0,26540,70,0,0,274,77,0,48,0,0,0,0,0,0,0,0,154,0,0,0,0,0,0,0,0,232,0,0,0,0,0,0,0,0,211,0,0,0,0,0,0,0,0,0,0,0,0,0
อุดรธานี-1,2983,24635,26552,107,3200,2442,916,0,2161,428,105,0,0,260,73,61,227,0,56,0,0,0,257,159,0,287,0,38,0,75,37,126,0,30963,153,22,0,21,0,22,34,0,44,0,0,23,20,44,0,153,0,0,0,0,0,0,0,0,0,0,0,0,0,178,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
อุดรธานี-2,891,17400,16857,293,24209,1482,228,0,498,133,1546,0,21,310,43,81,247,0,52,0,0,0,110,100,0,108,50,34,0,0,33,291,0,32587,40,396,44,23,0,56,48,0,12,0,14,18,0,44,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,329,171,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0
อุดรธานี-3,1118,5722,13906,1354,24385,1259,121,21,788,351,350,0,547,84,91,17,99,0,46,0,0,0,0,69,0,242,87,24,0,152,96,16,0,36728,31,0,117,121,0,52,76,0,25,0,0,292,0,705,0,299,0,0,70,0,0,0,0,100,0,0,0,0,0,265,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
อุดรธานี-4,1205,9845,21739,237,3572,1797,153,0,1349,181,1142,0,33,361,122,57,163,0,107,0,0,0,0,107,0,490,481,0,0,0,69,95,0,47734,50,60,0,48,0,0,163,0,214,0,0,57,0,836,0,356,0,0,0,0,0,0,0,0,0,228,0,0,0,234,409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
อุดรธานี-5,1044,11128,15321,183,17643,1244,282,0,672,323,1666,127,0,441,386,0,175,0,268,0,0,0,208,0,0,221,541,231,0,55,213,127,0,40271,48,37,0,72,0,0,27,0,38,0,101,0,0,341,0,131,0,0,0,0,0,0,0,218,231,41,0,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
อุดรธานี-6,1692,13317,19422,797,4155,2054,290,169,860,3818,1505,0,0,576,253,196,328,0,164,0,0,0,164,157,0,141,192,92,0,322,40,69,0,41307,0,593,0,2180,0,72,23,0,83,0,23,67,103,131,0,1931,0,0,0,0,0,0,0,166,0,450,135,101,0,198,0,0,0,0,0,0,0,0,0,0,0,0,1731,0,0,0,0
อุดรธานี-7,1561,7291,19449,1002,519,3911,275,0,625,1420,826,0,0,1283,299,123,234,0,60,0,0,0,1275,132,0,1083,309,48,0,132,570,145,0,46351,142,0,0,310,0,53,34,0,51,0,32,159,0,108,0,6548,0,0,1105,0,0,0,0,132,0,0,0,0,0,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
อุดรธานี-8,2763,6715,15604,264,4020,979,152,0,600,406,2258,0,0,233,74,0,158,0,52,0,0,0,358,0,0,1039,402,193,0,146,71,163,0,58318,82,0,0,193,0,58,23,0,68,0,0,971,0,86,0,100,0,0,0,0,0,0,0,0,67,0,0,0,0,288,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
อุตรดิตถ์-1,5318,40747,23828,0,623,1762,661,44,1180,250,1553,115,185,0,67,595,146,0,129,118,0,0,235,205,680,0,404,213,0,225,624,0,0,54669,0,0,0,99,161,0,0,0,87,0,0,0,0,0,0,786,0,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,143,0,0,0,0,0,0,0,0,0,0,0,0
อุตรดิตถ์-2,5702,33797,16020,0,1649,1420,555,62,767,0,461,0,0,240,46,0,744,0,144,122,0,0,249,292,415,0,497,296,0,287,159,80,0,51144,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,849,0,0,0,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183
อุทัยธานี-1,8122,8042,9075,0,58659,2493,717,0,647,0,1629,0,0,0,61,13,331,0,74,0,0,0,341,0,0,0,41,54,0,0,49,24,0,0,0,154,0,0,0,0,0,0,153,0,0,0,0,143,0,183,0,0,0,0,0,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
อุทัยธานี-2,12523,13256,14046,0,35450,3308,483,0,0,0,4584,171,0,0,255,86,435,0,196,0,0,0,834,0,0,0,170,206,0,0,129,0,0,0,0,0,0,0,0,0,0,0,171,0,0,0,0,852,0,293,0,0,0,0,0,209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
อุบลราชธานี-1,5220,37476,26456,303,1413,2409,527,0,2014,117,129,0,100,0,211,41,312,89,79,22,0,0,166,233,0,249,62,81,0,91,0,121,0,38660,0,563,237,32,39,32,0,0,0,0,22,0,0,0,0,269,66,0,0,0,0,0,0,0,0,0,0,0,0,107,123,0,53,57,0,0,0,0,0,0,0,0,0,0,0,0,0
อุบลราชธานี-2,41777,16107,8804,347,1606,563,64,0,370,130,58,0,47,36,486,12,82,0,16,104,0,0,128,120,0,210,69,89,0,809,4,0,0,30198,0,43,66,0,5,8,34,0,64,0,0,0,0,0,0,28,0,0,0,0,0,0,0,16,0,0,0,0,0,241,0,0,474,25,0,0,0,0,0,0,0,0,0,0,0,0,0
อุบลราชธานี-3,1582,24378,17889,227,8323,1692,543,0,896,382,140,0,0,0,306,188,190,130,82,31,0,0,667,141,0,154,237,50,0,96,88,143,0,44251,0,0,136,0,391,568,141,0,166,0,133,31,0,0,0,352,48,0,0,0,0,0,0,0,0,0,0,0,0,0,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
อุบลราชธานี-4,1804,20433,7630,66,17335,1048,330,90,287,506,100,0,40,55,17,11,68,38,45,466,0,0,1186,103,0,363,103,88,0,76,333,0,0,32074,0,0,121,0,0,24,0,0,17,0,0,0,0,0,0,47,438,0,0,0,0,0,0,0,0,0,0,35,0,0,68,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0
อุบลราชธานี-5,1424,33960,6684,633,1413,776,84,23,917,248,57,0,35,52,34,12,42,0,27,31,0,0,359,109,0,68,106,83,0,37,62,0,0,42903,0,23,106,0,36,746,0,0,98,0,0,0,0,0,0,64,18,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
อุบลราชธานี-6,3524,32630,8320,128,2511,852,126,64,493,77,309,0,451,228,23,17,117,50,93,119,0,0,577,70,0,196,100,75,0,103,90,182,0,32289,0,84,90,779,104,43,7,0,20,0,0,66,0,0,0,277,0,0,0,0,0,0,0,0,0,0,0,22,0,0,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
อุบลราชธานี-7,6326,30748,8228,446,3509,775,321,0,340,356,87,0,109,152,62,24,147,105,49,36,0,0,602,71,0,145,126,45,0,84,30,610,0,34439,0,195,58,130,0,98,0,0,0,0,0,27,0,0,0,14,178,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
อุบลราชธานี-8,24306,21429,8260,143,11071,979,287,0,376,651,272,0,131,416,25,0,0,76,31,0,0,0,317,185,0,110,297,156,0,398,77,109,0,22989,0,73,365,0,11,15,0,0,158,0,36,45,0,0,0,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
อุบลราชธานี-9,3272,18579,10427,0,14518,1257,391,46,705,92,438,0,335,164,350,365,224,99,60,26,0,0,161,545,0,242,445,75,0,54,207,0,0,33157,0,0,99,0,0,34,59,0,171,0,0,0,0,0,0,182,0,0,0,0,0,0,0,0,0,0,0,55,0,0,155,0,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0
อุบลราชธานี-10,8051,21617,9532,309,10261,1131,200,42,783,7325,885,0,83,218,251,0,612,77,283,35,0,0,154,173,0,156,173,42,0,577,143,45,0,36657,0,81,358,0,0,0,37,0,174,0,0,0,0,0,0,181,125,0,0,0,0,0,0,0,0,0,0,104,0,0,69,0,45,43,0,0,0,0,0,0,0,0,0,0,0,0,0
